ObjectID,GlobalID,Bird ID,Observer,New nest?,Date Found,Expected Hatch Date,Course Name,Habitat Type,Burn Status,Bird Flushed?,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Date,Nest Status,Egg Count?,Number of Eggs,Fate Date,Fate Type,Suspected Cause of Fate,Number Hatched,Number Not Hatched,Comments,CreationDate,Creator,EditDate,Editor,x,y
97,4df9ff5c-2b2f-465b-bf63-f2d2d14498d9,164.536_230233,Darin McNeil,yes,6/19/2023 16:00,7/11/2023 16:00,Blue Pond,Upland Pine,Unburned,no,,,6/20/2023 16:00,bird on nest,,,6/21/2023 16:00,bird on nest,,,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/24/2023 17:52,Failed,Snake,,,All eggs are gone,6/19/2023 13:58,gamebird.crew,6/24/2023 17:53,gamebird.crew,-77.9940307,34.0855557
98,a8b66d88-43ae-40e3-a851-49bfeb13fca7,165.674_230802,Autumn Randall,yes,6/19/2023 16:00,7/11/2023 16:00,Allen's Creek,Planted Pine,Burned,no,,,6/20/2023 16:00,bird on nest,,,6/21/2023 16:00,bird on nest,,,6/22/2023 16:00,bird off nest,yes,20,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2/2023 14:33,Failed,Snake,,,No eggs ,6/19/2023 16:31,gamebird.crew,7/2/2023 14:33,gamebird.crew,-78.01211304,34.05339734
99,b749e36e-03c4-45b0-9af6-1c5de919639a,162.407_220625,Autumn Randall,yes,6/19/2023 16:00,7/11/2023 16:00,Allen's Creek,Upland Pine,Burned,yes,no,,6/20/2023 16:00,bird off nest,yes,9,6/21/2023 16:00,bird on nest,,,6/22/2023 16:00,bird off nest,yes,11,6/23/2023 16:00,bird off nest,yes,12,6/24/2023 16:00,bird off nest,yes,13,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird off nest,no,,6/27/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/2023 16:16,Failed,Snake,,,All eggs gone. ,6/19/2023 17:12,gamebird.crew,6/27/2023 16:16,gamebird.crew,-78.0158981,34.05293395
100,c8cbae65-9c2e-4fd6-80c9-94c3965876c8,164.208_230830,Autumn Randall,yes,6/19/2023 16:00,7/11/2023 16:00,Allen's Creek,Grass Field,Unburned,no,,,6/20/2023 16:00,bird on nest,,,6/21/2023 16:00,bird on nest,,,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird off nest,no,,6/24/2023 16:00,bird off nest,yes,9,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird off nest,no,,7/8/2023 16:00,bird on nest,,,7/8/2023 16:00,fate,,,,,,,,,,,,,,,,,,,7/8/2023 16:00,Hatched,,8,0,,6/19/2023 17:32,gamebird.crew,7/9/2023 14:14,gamebird.crew,-78.01740067,34.04965939
101,9cac64fa-73c3-4d54-a8b0-ee081aaef0eb,162.085_230258,Darin McNeil,yes,6/20/2023 16:00,7/12/2023 16:00,Blue Pond,Upland Pine,Burned,no,,,6/21/2023 16:00,bird on nest,,,6/22/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/22/2023 16:00,Failed,Mammal,,,Adult’s collar was found ~100m from nest. Heavily chewed. Nest had 13 eggs,6/20/2023 11:49,gamebird.crew,6/23/2023 12:38,gamebird.crew,-77.99268371,34.07935448
102,49f4e5e9-5c93-44a9-9344-f32fc0dfd1ac,163.406_220875,Josh McLellan,yes,6/20/2023 16:00,7/12/2023 16:00,Big Bay,Upland Pine,Unburned,no,,,6/21/2023 16:00,bird on nest,,,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/2023 12:22,Failed,Snake,,,All eggs are gone ,6/20/2023 21:20,gamebird.crew,6/27/2023 12:22,gamebird.crew,-77.98144595,34.07086325
103,343fecf6-ef85-47dc-b201-769c58253493,163.074_220905,Theron Terhune,yes,6/18/2023 16:00,7/10/2023 16:00,Dark Branch,Upland Pine,Unburned,no,,,6/19/2023 16:00,bird on nest,,,6/20/2023 16:00,bird on nest,,,6/21/2023 16:00,bird off nest,no,,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,not checked,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird off nest,no,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird on nest,,,7/8/2023 16:00,bird on nest,,,7/9/2023 16:00,bird on nest,,,7/10/2023 16:00,bird on nest,,,7/11/2023 16:00,bird on nest,,,7/12/2023 16:00,fate,,,7/13/2023 16:00,Hatched,,13,0,,6/20/2023 22:09,theron.terhune_BLLC,7/13/2023 14:22,theron.terhune_BLLC,-77.97592288,34.08248574
104,e90a4922-b128-4c21-9379-824e812ea3dd,162.959_231215,Autumn Randall,yes,6/21/2023 16:00,7/13/2023 16:00,Camp Crane,Upland Pine,Burned,no,,,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird off nest,yes,16,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird on nest,,,7/8/2023 16:00,bird on nest,,,7/8/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2023 16:00,Hatched,,14,0,"Active on nest Saturday morning, went back and it had hatched ",6/21/2023 20:10,gamebird.crew,7/9/2023 12:56,gamebird.crew,-77.97382336,34.05482771
105,77cd285c-776f-4832-a5aa-ba98a74fea65,162.956_220633,Josh McLellan,yes,6/20/2023 16:00,7/12/2023 16:00,Fence Cove,Planted Pine,Burned,no,,,6/21/2023 16:00,bird off nest,yes,1,6/22/2023 16:00,bird off nest,yes,1,6/23/2023 16:00,bird off nest,yes,1,6/24/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/24/2023 14:23,Failed,Snake,,,,6/21/2023 20:40,gamebird.crew,6/24/2023 14:23,gamebird.crew,-78.01132072,34.03686378
106,09b99450-9c33-45f0-8b6c-e655dd8353f9,163.343_220691,Darin McNeil,yes,6/22/2023 16:00,7/14/2023 16:00,Blue Pond,Upland Pine,Burned,no,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird on nest,,,7/8/2023 16:00,bird on nest,,,7/9/2023 16:00,bird on nest,,,7/10/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2023 16:00,Hatched,,12,0,,6/22/2023 14:00,gamebird.crew,7/10/2023 14:33,gamebird.crew,-78.00634605,34.07209045
107,6f925967-0f1c-4153-98bd-cf4db0fff1f0,164.125_220180,Autumn Randall,yes,6/22/2023 16:00,7/14/2023 16:00,Allen's Creek,Planted Pine,Unburned,yes,yes,10,6/23/2023 16:00,bird off nest,yes,10,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird off nest,yes,10,7/8/2023 16:00,bird on nest,,,7/9/2023 16:00,bird on nest,,,7/10/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2023 19:39,Hatched,,7,3,,6/22/2023 19:50,gamebird.crew,7/10/2023 19:39,gamebird.crew,-78.01653961,34.05010637
108,1ebb7a16-c146-4949-8bcb-36e458e904fe,162.751_230147,Theron Terhune,yes,6/22/2023 16:00,7/14/2023 16:00,Dark Branch,Upland Pine,Unburned,no,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,not checked,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird off nest,yes,13,7/3/2023 16:00,bird off nest,yes,13,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird on nest,,,7/8/2023 16:00,bird on nest,,,7/9/2023 16:00,bird on nest,,,7/10/2023 16:00,bird on nest,,,7/11/2023 16:00,bird on nest,,,7/12/2023 16:00,bird on nest,,,7/13/2023 16:00,bird on nest,,,7/14/2023 16:00,fate,,,,,,,,,,,7/14/2023 16:00,Failed,Snake,,,No eggs or eggshells in nest,6/22/2023 20:16,theron.terhune_BLLC,7/14/2023 17:46,gamebird.crew,-77.97702075,34.07759148
109,ead50368-8df3-4752-bb1e-d73f6bae573b,164.260_220192,Theron Terhune,yes,6/21/2023 16:00,7/13/2023 16:00,Dark Branch,Upland Pine,Unburned,no,,,6/22/2023 16:00,bird on nest,,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird off nest,no,,6/28/2023 16:00,not checked,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird off nest,yes,4,7/5/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/5/2023 16:00,Failed,Snake,,,Small snake - most eggs gone,6/22/2023 20:42,theron.terhune_BLLC,7/5/2023 11:29,theron.terhune_BLLC,-77.97650561,34.08316567
110,5a4a9fe1-31f9-42e8-a788-5f89d92ec791,165.007_220970,Josh McLellan,yes,6/21/2023 16:00,7/13/2023 16:00,Big Bay,Upland Pine,Unburned,no,,,6/22/2023 16:00,bird off nest,yes,15,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/5/2023 12:29,Failed,Snake,,,"All eggs gone , bird is still nearby nest site ",6/22/2023 20:45,gamebird.crew,7/5/2023 12:30,gamebird.crew,-77.96809488,34.06483055
111,fe2482ca-1c5a-4101-bfa2-41724114a497,162.947_230256,Darin McNeil,yes,6/23/2023 16:00,7/15/2023 16:00,Blue Pond,Upland Pine,Burned,no,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird on nest,,,7/8/2023 16:00,bird on nest,,,7/9/2023 16:00,bird on nest,,,7/10/2023 16:00,bird on nest,,,7/11/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2023 16:00,Failed,Snake,,,"Eggs gone. No obvious impact to nest, though nest was not elaborate",6/23/2023 10:41,gamebird.crew,7/11/2023 11:37,gamebird.crew,-77.99357435,34.07838747
112,7c28c47c-3ed9-47af-9669-71fd3b174571,163.828_220167,Darin McNeil,yes,6/23/2023 16:00,7/15/2023 16:00,Blue Pond,Upland Pine,Unburned,no,,,6/24/2023 16:00,bird off nest,yes,14,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird off nest,yes,14,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird off nest,yes,14,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird on nest,,,7/8/2023 16:00,bird on nest,,,7/9/2023 16:00,bird on nest,,,7/10/2023 16:00,bird on nest,,,7/11/2023 16:00,bird off nest,yes,14,7/12/2023 16:00,bird on nest,,,7/13/2023 16:00,fate,,,,,,,,,,,,,,,,,,,7/13/2023 16:00,Failed,Unknown,,,Female killed. Eggs cold and wet but intact,6/23/2023 12:58,gamebird.crew,7/13/2023 13:26,gamebird.crew,-77.99871382,34.07757083
113,3d9fde81-1540-4ec8-a01d-99df4aeebe90,162.668_220669,Darin McNeil,yes,6/23/2023 16:00,7/15/2023 16:00,Blue Pond,Upland Pine,Burned,no,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird off nest,no,,7/8/2023 16:00,bird on nest,,,7/9/2023 16:00,bird on nest,,,7/10/2023 16:00,bird on nest,,,7/11/2023 16:00,bird on nest,,,7/12/2023 16:00,bird on nest,,,7/13/2023 16:00,bird on nest,,,7/14/2023 16:00,fate,,,,,,,,,,,,,,,7/14/2023 16:00,Failed,Snake,,,,6/23/2023 14:40,gamebird.crew,7/14/2023 16:08,gamebird.crew,-78.00827142,34.08497088
114,adb2fd0c-7665-4379-bff6-88d6760bad13,163.963_220164,Josh McLellan,yes,6/23/2023 16:00,7/15/2023 16:00,Fence Cove,Upland Pine,Unburned,no,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/2023 14:01,Failed,Mammal,,,All eggs are gone and the nest was torn open. Adult is ~40 yards away ,6/23/2023 15:54,gamebird.crew,6/27/2023 14:03,gamebird.crew,-78.0196192,34.03857006
115,40db6cc5-ba34-41ef-b6e6-fac71151c6a5,163.127_220574,Autumn Randall,yes,6/22/2023 16:00,7/14/2023 16:00,Camp Crane,Upland Pine,Unburned,yes,no,,6/23/2023 16:00,bird on nest,,,6/24/2023 16:00,bird on nest,,,6/25/2023 16:00,bird on nest,,,6/26/2023 16:00,bird on nest,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/4/2023 16:00,Hatched,,14,2,Frequency is 165.535,6/23/2023 19:06,gamebird.crew,7/4/2023 13:05,gamebird.crew,-77.96175025,34.06157092
116,907018c4-4edf-47c7-815b-777b80f89ff8,162.623_220835,Josh McLellan,yes,6/26/2023 16:00,7/18/2023 16:00,Big Bay,Upland Pine,Unburned,no,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/5/2023 12:16,Hatched,,12,0,,6/26/2023 16:00,gamebird.crew,7/5/2023 12:16,gamebird.crew,-77.9646122,34.06725619
117,ecc7b852-d4d5-4bf8-b5b9-3e28d44c5729,164.003_220946,Josh McLellan,yes,6/26/2023 16:00,7/18/2023 16:00,Camp Crane,Upland Pine,Unburned,no,,,6/27/2023 16:00,bird off nest,yes,15,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2023 14:10,Hatched,,12,0,,6/26/2023 20:22,gamebird.crew,7/1/2023 14:10,gamebird.crew,-77.97335092,34.05811916
118,251e5b0a-5928-4e59-a099-e5ae63ead2af,162.722_230815,Autumn Randall,yes,6/26/2023 16:00,7/18/2023 16:00,Allen's Creek,Upland Pine,Unburned,no,,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird on nest,,,7/8/2023 16:00,bird on nest,,,7/9/2023 16:00,bird on nest,,,7/10/2023 16:00,bird on nest,,,7/11/2023 16:00,bird on nest,,,7/12/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/12/2023 14:09,Hatched,,14,0,,6/26/2023 20:28,gamebird.crew,7/12/2023 14:09,gamebird.crew,-78.01023636,34.06093117
119,41a0558a-6e3c-4d5c-8fee-9795639bc2c7,162.380_220944,Josh McLellan,yes,6/27/2023 16:00,7/19/2023 16:00,Big Bay,Upland Pine,Unburned,no,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird off nest,yes,2,7/1/2023 16:00,bird off nest,yes,2,7/2/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2/2023 14:03,Failed,Snake,,,The one egg in the nest is gone and bird has jumped away from nest site ,6/27/2023 12:50,gamebird.crew,7/2/2023 14:03,gamebird.crew,-77.97322019,34.06267201
120,a96ad878-05ea-45bf-aa64-1f938a82fb71,149.604_230828,Autumn Randall,yes,6/27/2023 16:00,7/19/2023 16:00,Allen's Creek,Planted Pine,Burned,no,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2/2023 14:10,Failed,Fire Ants,,,Two eggs looked cracked which attracted ants (not fire ants). Deer prints in area which may have lead to the egg cracking ,6/27/2023 16:13,gamebird.crew,7/2/2023 14:12,gamebird.crew,-78.01736078,34.05303382
121,5800ad50-f3dd-472a-8210-bc1d6bb88ee2,163.495_220141,Other Observer,yes,6/27/2023 16:00,7/19/2023 16:00,Bill Jones,Upland Pine,Unburned,no,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird on nest,,,7/8/2023 16:00,bird on nest,,,7/9/2023 16:00,bird on nest,,,7/10/2023 16:00,bird on nest,,,7/11/2023 16:00,bird on nest,,,7/12/2023 16:00,bird on nest,,,7/13/2023 16:00,bird on nest,,,7/14/2023 16:00,bird off nest,yes,18,7/15/2023 16:00,bird on nest,,,7/16/2023 16:00,bird on nest,,,7/17/2023 16:00,fate,,,,,,,,,,,,,,,,,,,7/17/2023 16:00,Failed,Snake,,,,6/27/2023 17:37,gamebird.crew,8/23/2023 13:06,gamebird.crew,-77.98627372,34.05921857
122,da6f7891-ecac-414e-959b-65223ab78b65,164.899_214529,Other Observer,yes,6/26/2023 16:00,7/18/2023 16:00,Bill Jones,Upland Pine,Unburned,yes,no,,6/27/2023 16:00,bird on nest,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2/2023 15:14,Failed,Snake,,,,6/27/2023 18:30,gamebird.crew,7/2/2023 15:14,gamebird.crew,-77.99068578,34.0628172
123,25ad4efc-34a1-421e-ac25-29041cc2495a,164.822_230509,Josh McLellan,yes,6/26/2023 16:00,7/18/2023 16:00,Big Bay,Upland Pine,Unburned,no,,,6/27/2023 16:00,bird off nest,yes,11,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,bird on nest,,,7/5/2023 16:00,bird on nest,,,7/6/2023 16:00,bird on nest,,,7/7/2023 16:00,bird on nest,,,7/8/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2023 14:44,Failed,Snake,,,"All eggs are gone, and adult it’s a decent distance away ",6/27/2023 18:46,gamebird.crew,7/8/2023 14:45,gamebird.crew,-77.97928087,34.07068609
124,25abbaa2-7b50-4aa1-a90a-bfaf8b8572dc,162.336_220635,Josh McLellan,yes,6/27/2023 16:00,7/19/2023 16:00,Fence Cove,Upland Pine,Unburned,no,,,6/28/2023 16:00,bird on nest,,,6/29/2023 16:00,bird on nest,,,6/30/2023 16:00,bird on nest,,,7/1/2023 16:00,bird on nest,,,7/2/2023 16:00,bird on nest,,,7/3/2023 16:00,bird on nest,,,7/4/2023 16:00,fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/4/2023 13:14,Failed,Snake,,,All eggs are gone bird has jumped significantly away from nest site ,6/28/2023 14:29,gamebird.crew,7/4/2023 13:15,gamebird.crew,-78.01863232,34.03946418
